Gene	Pn_2_Eye	Pn_3_Eye	Pn_4_Eye
ENSPNYG00000000769	0	0	0
ENSPNYG00000000770	12	0	1
ENSPNYG00000000771	0	1	0
ENSPNYG00000000772	0	1	1
ENSPNYG00000000773	0	0	0
ENSPNYG00000000774	5545	7703	5144
ENSPNYG00000000775	0	0	1
ENSPNYG00000000776	0	0	0
ENSPNYG00000000777	2	0	0
ENSPNYG00000000778	0	0	2
ENSPNYG00000000779	0	0	0
ENSPNYG00000000780	0	0	0
ENSPNYG00000000781	1	0	4
ENSPNYG00000000782	4	5	11
ENSPNYG00000000783	5	0	8
ENSPNYG00000000784	0	0	0
ENSPNYG00000000785	1	0	0
ENSPNYG00000000786	7	4	1
ENSPNYG00000000787	0	0	0
ENSPNYG00000000788	2913	2951	1824
ENSPNYG00000000789	229	144	197
ENSPNYG00000000790	9	7	4
ENSPNYG00000000791	0	0	0
ENSPNYG00000000792	1	0	0
ENSPNYG00000000793	5	1	5
ENSPNYG00000000794	5	2	0
ENSPNYG00000000795	0	0	0
ENSPNYG00000000796	0	1	0
ENSPNYG00000000797	5	1	2
ENSPNYG00000000798	10	12	2
ENSPNYG00000000799	1	5	0
ENSPNYG00000000800	78	32	10
ENSPNYG00000000801	2	2	3
ENSPNYG00000000802	1	0	3
ENSPNYG00000000803	0	1	0
ENSPNYG00000000804	0	0	0
ENSPNYG00000000805	2	0	5
ENSPNYG00000000806	0	0	0
ENSPNYG00000000807	0	0	0
ENSPNYG00000000808	0	0	4
ENSPNYG00000000809	9	5	3
ENSPNYG00000000810	52	40	49
ENSPNYG00000000811	2	0	2
ENSPNYG00000000812	0	0	0
ENSPNYG00000000813	3	1	5
ENSPNYG00000000814	2	0	1
ENSPNYG00000000815	1	0	0
ENSPNYG00000000816	0	0	0
ENSPNYG00000000817	4	3	16
ENSPNYG00000000818	0	0	0
ENSPNYG00000000819	0	0	0
ENSPNYG00000000820	13	8	13
ENSPNYG00000000821	18	21	22
ENSPNYG00000000822	0	2	1
ENSPNYG00000000823	7	1	2
ENSPNYG00000000824	3749	1648	1429
ENSPNYG00000000825	0	1	2
ENSPNYG00000000826	175	168	128
ENSPNYG00000000827	0	0	2
ENSPNYG00000000828	6	3	10
ENSPNYG00000000829	0	0	0
ENSPNYG00000000830	0	0	0
ENSPNYG00000000831	0	0	0
ENSPNYG00000000832	640	608	603
ENSPNYG00000000833	0	0	6
ENSPNYG00000000834	1	0	0
ENSPNYG00000000835	0	3	1
ENSPNYG00000000836	6	2	9
ENSPNYG00000000837	0	0	2
ENSPNYG00000000838	2	1	0
ENSPNYG00000000839	1	0	0
ENSPNYG00000000840	18	19	8
ENSPNYG00000000841	1	6	3
ENSPNYG00000000842	4	6	3
ENSPNYG00000000843	0	0	0
ENSPNYG00000000844	3094	1611	3271
ENSPNYG00000000845	0	0	0
ENSPNYG00000000846	2	2	1
ENSPNYG00000000847	2	0	3
ENSPNYG00000000848	4	2	1
ENSPNYG00000000849	9	7	11
ENSPNYG00000000850	5	4	9
ENSPNYG00000000851	4	0	2
ENSPNYG00000000852	5	2	6
ENSPNYG00000000853	2	1	0
ENSPNYG00000000854	17	7	13
ENSPNYG00000000855	1	0	0
ENSPNYG00000000856	2	2	6
ENSPNYG00000000857	0	0	0
ENSPNYG00000000858	0	0	1
ENSPNYG00000000859	7	4	8
ENSPNYG00000000860	1	1	8
ENSPNYG00000000861	0	1	2
ENSPNYG00000000862	0	1	0
ENSPNYG00000000863	216	187	227
ENSPNYG00000000864	15	14	20
ENSPNYG00000000865	0	0	0
ENSPNYG00000000866	0	0	0
ENSPNYG00000000867	0	0	1
ENSPNYG00000000868	0	6	13
ENSPNYG00000000869	0	0	0
ENSPNYG00000000870	0	1	0
ENSPNYG00000000871	0	2	1
ENSPNYG00000000872	1	2	6
ENSPNYG00000000873	0	0	0
ENSPNYG00000000874	2	4	1
ENSPNYG00000000875	194	60	55
ENSPNYG00000000876	0	1	0
ENSPNYG00000000877	0	0	1
ENSPNYG00000000878	0	0	0
ENSPNYG00000000879	0	0	0
ENSPNYG00000000880	5	13	8
ENSPNYG00000000881	0	0	0
ENSPNYG00000000882	9	12	17
ENSPNYG00000000883	2	16	4
ENSPNYG00000000884	0	0	0
ENSPNYG00000000885	2	0	4
ENSPNYG00000000886	1	2	4
ENSPNYG00000000887	1024	625	913
ENSPNYG00000000888	0	0	0
ENSPNYG00000000889	6	0	2
ENSPNYG00000000890	0	5	5
ENSPNYG00000000891	1	8	16
ENSPNYG00000000892	0	0	0
ENSPNYG00000000893	12	16	11
ENSPNYG00000000894	1	0	0
ENSPNYG00000000895	99	52	73
ENSPNYG00000000896	2	1	0
ENSPNYG00000000897	845	1137	973
ENSPNYG00000000898	3	0	0
ENSPNYG00000000899	9	4	6
ENSPNYG00000000900	36	98	89
ENSPNYG00000000901	5	18	35
ENSPNYG00000000902	0	4	1
ENSPNYG00000000903	0	2	0
ENSPNYG00000000904	2	3	7
ENSPNYG00000000905	0	1	0
ENSPNYG00000000906	7	2	0
ENSPNYG00000000907	2	0	0
ENSPNYG00000000908	0	0	0
ENSPNYG00000000909	1	2	2
ENSPNYG00000000910	11	5	8
ENSPNYG00000000911	26	2	17
ENSPNYG00000000912	0	0	0
ENSPNYG00000000913	6	2	1
ENSPNYG00000000914	4	0	2
ENSPNYG00000000915	0	0	0
ENSPNYG00000000916	504	276	474
ENSPNYG00000000917	36456	88438	81425
ENSPNYG00000000918	1	0	0
ENSPNYG00000000919	0	0	1
ENSPNYG00000000920	0	0	0
ENSPNYG00000000921	0	0	0
ENSPNYG00000000922	3	1	0
ENSPNYG00000000923	0	0	0
ENSPNYG00000000924	2	0	0
ENSPNYG00000000925	0	0	0
ENSPNYG00000000926	1	1	1
ENSPNYG00000000927	0	0	0
ENSPNYG00000000928	10	4	17
ENSPNYG00000000929	1	0	1
ENSPNYG00000000930	1	0	0
ENSPNYG00000000931	13	8	19
ENSPNYG00000000932	1	6	17
ENSPNYG00000000933	0	1	0
ENSPNYG00000000934	0	2	0
ENSPNYG00000000935	0	3	0
ENSPNYG00000000936	2	4	6
ENSPNYG00000000937	9	5	7
ENSPNYG00000000938	0	1	0
ENSPNYG00000000939	1	0	0
ENSPNYG00000000940	0	2	0
ENSPNYG00000000941	0	0	0
ENSPNYG00000000942	0	5	3
ENSPNYG00000000943	0	0	0
ENSPNYG00000000944	0	0	0
ENSPNYG00000000945	0	4	0
ENSPNYG00000000946	57	42	47
ENSPNYG00000000947	0	0	1
ENSPNYG00000000948	0	2	0
ENSPNYG00000000949	1	1	3
ENSPNYG00000000950	1	4	0
ENSPNYG00000000951	0	0	0
ENSPNYG00000000952	0	0	0
ENSPNYG00000000953	0	0	0
ENSPNYG00000000954	0	0	0
ENSPNYG00000000955	1728	1111	1263
ENSPNYG00000000956	4	1	3
ENSPNYG00000000957	0	0	0
ENSPNYG00000000958	51	18	45
ENSPNYG00000000959	3	16	10
ENSPNYG00000000960	4	16	15
ENSPNYG00000000961	0	0	2
ENSPNYG00000000962	0	2	2
ENSPNYG00000000963	2	4	1
ENSPNYG00000000964	0	0	0
ENSPNYG00000000965	0	0	0
ENSPNYG00000000966	0	0	0
ENSPNYG00000000967	0	0	0
ENSPNYG00000000968	0	0	0
ENSPNYG00000000969	4	8	7
ENSPNYG00000000970	1	1	3
ENSPNYG00000000971	0	6	6
ENSPNYG00000000972	0	0	0
ENSPNYG00000000973	0	0	2
ENSPNYG00000000974	0	3	1
ENSPNYG00000000975	0	0	3
ENSPNYG00000000976	0	0	0
ENSPNYG00000000977	0	0	0
ENSPNYG00000000978	0	0	0
ENSPNYG00000000979	2	4	0
ENSPNYG00000000980	0	0	0
ENSPNYG00000000981	6	0	0
ENSPNYG00000000982	17	16	24
ENSPNYG00000000983	0	0	0
ENSPNYG00000000984	0	0	1
ENSPNYG00000000985	74	55	87
ENSPNYG00000000986	326	300	192
ENSPNYG00000000987	1	0	1
ENSPNYG00000000988	0	0	0
ENSPNYG00000000989	1	1	0
ENSPNYG00000000990	0	3	1
ENSPNYG00000000991	2	3	2
ENSPNYG00000000992	13	5	9
ENSPNYG00000000993	874	1530	942
ENSPNYG00000000994	0	0	0
ENSPNYG00000000995	0	0	0
ENSPNYG00000000996	1	1	1
ENSPNYG00000000997	2	1	1
ENSPNYG00000000998	0	0	0
ENSPNYG00000000999	0	0	0
ENSPNYG00000001000	3	1	3
ENSPNYG00000001001	25	25	33
ENSPNYG00000001002	505	305	549
ENSPNYG00000001003	0	0	0
ENSPNYG00000001004	4	2	1
ENSPNYG00000001005	1	4	2
ENSPNYG00000001006	0	0	2
ENSPNYG00000001007	0	0	0
ENSPNYG00000001008	0	0	0
ENSPNYG00000001009	0	2	0
ENSPNYG00000001010	106	97	78
ENSPNYG00000001011	2	11	3
ENSPNYG00000001012	3	0	2
ENSPNYG00000001013	38	29	18
ENSPNYG00000001014	0	0	0
ENSPNYG00000001015	3	4	9
ENSPNYG00000001016	3	1	6
ENSPNYG00000001017	5	0	1
ENSPNYG00000001018	0	1	2
ENSPNYG00000001019	0	0	0
ENSPNYG00000001020	0	0	0
ENSPNYG00000001021	0	0	1
ENSPNYG00000001022	0	3	1
ENSPNYG00000001023	0	0	0
ENSPNYG00000001024	5	2	1
ENSPNYG00000001025	1	3	0
ENSPNYG00000001026	0	0	0
ENSPNYG00000001027	0	1	0
ENSPNYG00000001028	0	0	0
ENSPNYG00000001029	2	1	7
ENSPNYG00000001030	2	3	5
ENSPNYG00000001031	0	0	0
ENSPNYG00000001032	459	364	528
ENSPNYG00000001033	6	2	4
ENSPNYG00000001034	0	0	0
ENSPNYG00000001035	0	0	0
ENSPNYG00000001036	3	0	0
ENSPNYG00000001037	0	0	0
ENSPNYG00000001038	0	0	0
ENSPNYG00000001039	0	4	0
ENSPNYG00000001040	0	1	0
ENSPNYG00000001041	1	1	3
ENSPNYG00000001042	1	0	1
ENSPNYG00000001043	2	3	11
ENSPNYG00000001044	0	0	0
ENSPNYG00000001045	0	0	0
ENSPNYG00000001046	7	5	5
ENSPNYG00000001047	7	4	8
ENSPNYG00000001048	0	0	3
ENSPNYG00000001049	0	0	0
ENSPNYG00000001050	1	0	0
ENSPNYG00000001051	1	2	1
ENSPNYG00000001052	3	1	3
ENSPNYG00000001053	2370	2892	2725
ENSPNYG00000001054	0	0	0
ENSPNYG00000001055	0	0	0
ENSPNYG00000001056	0	0	0
ENSPNYG00000001057	8	5	4
ENSPNYG00000001058	3	0	0
ENSPNYG00000001059	225	215	253
ENSPNYG00000001060	0	0	0
ENSPNYG00000001061	6	1	3
ENSPNYG00000001062	0	0	0
ENSPNYG00000001063	0	0	5
ENSPNYG00000001064	0	0	0
ENSPNYG00000001065	0	0	0
ENSPNYG00000001066	24	14	16
ENSPNYG00000001067	2	0	3
ENSPNYG00000001068	1	0	0
ENSPNYG00000001069	0	0	0
ENSPNYG00000001070	7	2	2
ENSPNYG00000001071	0	2	2
ENSPNYG00000001072	13	6	6
ENSPNYG00000001073	7	37	13
ENSPNYG00000001074	1	0	0
ENSPNYG00000001075	0	0	0
ENSPNYG00000001076	127	112	100
ENSPNYG00000001077	47	82	73
ENSPNYG00000001078	0	0	0
ENSPNYG00000001079	2	7	11
ENSPNYG00000001080	1	0	0
ENSPNYG00000001081	4	0	2
ENSPNYG00000001082	0	0	0
ENSPNYG00000001083	0	0	0
ENSPNYG00000001084	2	0	5
ENSPNYG00000001085	2	1	0
ENSPNYG00000001086	0	0	0
ENSPNYG00000001087	289	463	1237
ENSPNYG00000001088	167	157	165
ENSPNYG00000001089	0	2	0
ENSPNYG00000001090	0	0	0
ENSPNYG00000001091	146	113	197
ENSPNYG00000001092	1	0	2
ENSPNYG00000001093	2	4	1
ENSPNYG00000001094	28	33	37
ENSPNYG00000001095	1	0	0
ENSPNYG00000001096	1	1	3
ENSPNYG00000001097	0	3	8
ENSPNYG00000001098	2	1	1
ENSPNYG00000001099	0	0	0
ENSPNYG00000001100	1	1	0
ENSPNYG00000001101	0	0	3
ENSPNYG00000001102	1	1	2
ENSPNYG00000001103	0	0	0
ENSPNYG00000001104	8	10	24
ENSPNYG00000001105	0	0	0
ENSPNYG00000001106	0	0	0
ENSPNYG00000001107	11	0	6
ENSPNYG00000001108	0	0	0
ENSPNYG00000001109	0	0	1
ENSPNYG00000001110	0	0	0
ENSPNYG00000001111	0	0	0
ENSPNYG00000001112	0	0	0
ENSPNYG00000001113	0	3	1
ENSPNYG00000001114	0	1	0
ENSPNYG00000001115	2	1	2
ENSPNYG00000001116	0	0	0
ENSPNYG00000001117	0	0	1
ENSPNYG00000001118	0	0	1
ENSPNYG00000001119	16	7	12
ENSPNYG00000001120	3	6	5
ENSPNYG00000001121	1	4	0
ENSPNYG00000001122	169	107	127
ENSPNYG00000001123	3	1	0
ENSPNYG00000001124	3	1	1
ENSPNYG00000001125	0	0	0
ENSPNYG00000001126	3	4	0
ENSPNYG00000001127	0	1	0
ENSPNYG00000001128	4	0	1
ENSPNYG00000001129	0	4	0
ENSPNYG00000001130	0	0	0
ENSPNYG00000001131	0	0	0
ENSPNYG00000001132	3	5	3
ENSPNYG00000001133	1	0	0
ENSPNYG00000001134	1	3	7
ENSPNYG00000001135	8	8	6
ENSPNYG00000001136	31	14	17
ENSPNYG00000001137	3	6	9
ENSPNYG00000001138	0	0	0
ENSPNYG00000001139	1	0	0
ENSPNYG00000001140	0	0	0
ENSPNYG00000001141	0	0	0
ENSPNYG00000001142	0	0	0
ENSPNYG00000001143	0	0	0
ENSPNYG00000001144	0	0	0
ENSPNYG00000001145	0	1	0
ENSPNYG00000001146	0	2	0
ENSPNYG00000001147	0	0	2
ENSPNYG00000001148	4	2	1
ENSPNYG00000001149	1	3	4
ENSPNYG00000001150	0	0	0
ENSPNYG00000001151	0	2	0
ENSPNYG00000001152	1	1	0
ENSPNYG00000001153	6	6	17
ENSPNYG00000001154	0	1	1
ENSPNYG00000001155	0	0	0
ENSPNYG00000001156	6	4	10
ENSPNYG00000001157	1	0	1
ENSPNYG00000001158	0	0	0
ENSPNYG00000001159	0	0	0
ENSPNYG00000001160	2	3	3
ENSPNYG00000001161	3	0	0
ENSPNYG00000001162	1	1	1
ENSPNYG00000001163	0	0	0
ENSPNYG00000001164	7	1	3
ENSPNYG00000001165	2	5	4
ENSPNYG00000001166	0	3	0
ENSPNYG00000001167	1	2	1
ENSPNYG00000001168	2	1	1
ENSPNYG00000001169	1	8	5
ENSPNYG00000001170	3	1	5
ENSPNYG00000001171	0	0	0
ENSPNYG00000001172	17	9	10
ENSPNYG00000001173	5	0	1
ENSPNYG00000001174	41	14	25
ENSPNYG00000001175	1	1	0
ENSPNYG00000001176	0	0	0
ENSPNYG00000001177	0	0	0
ENSPNYG00000001178	0	0	2
ENSPNYG00000001179	4	17	7
ENSPNYG00000001180	4	0	0
ENSPNYG00000001181	10	7	2
ENSPNYG00000001182	0	0	0
ENSPNYG00000001183	0	1	0
ENSPNYG00000001184	0	1	0
ENSPNYG00000001185	0	0	0
ENSPNYG00000001186	4	1	1
ENSPNYG00000001187	1	2	0
ENSPNYG00000001188	15	24	24
ENSPNYG00000001189	0	0	1
ENSPNYG00000001190	5	5	2
ENSPNYG00000001191	0	0	0
ENSPNYG00000001192	3	0	1
ENSPNYG00000001193	25	3	19
ENSPNYG00000001194	4	0	2
ENSPNYG00000001195	0	1	0
ENSPNYG00000001196	0	0	0
ENSPNYG00000001197	17	11	5
ENSPNYG00000001198	0	0	0
ENSPNYG00000001199	0	0	0
ENSPNYG00000001200	2	0	0
ENSPNYG00000001201	0	0	0
ENSPNYG00000001202	0	0	0
ENSPNYG00000001203	0	0	7
ENSPNYG00000001204	2	1	0
ENSPNYG00000001205	2678	2095	1752
ENSPNYG00000001206	1	1	1
ENSPNYG00000001207	0	0	1
ENSPNYG00000001208	1	3	2
ENSPNYG00000001209	0	0	0
ENSPNYG00000001210	4	2	3
ENSPNYG00000001211	3	4	0
ENSPNYG00000001212	0	0	0
ENSPNYG00000001213	0	1	1
ENSPNYG00000001214	32	56	91
ENSPNYG00000001215	0	0	0
ENSPNYG00000001216	0	0	0
ENSPNYG00000001217	5	2	2
ENSPNYG00000001218	8	7	6
ENSPNYG00000001219	1	2	0
ENSPNYG00000001220	0	2	0
ENSPNYG00000001221	2	0	4
ENSPNYG00000001222	17	4	13
ENSPNYG00000001223	1	0	0
ENSPNYG00000001224	6	3	2
ENSPNYG00000001225	5	3	8
ENSPNYG00000001226	0	0	1
ENSPNYG00000001227	20	8	23
ENSPNYG00000001228	2	2	9
ENSPNYG00000001229	0	0	1
ENSPNYG00000001230	0	1	1
ENSPNYG00000001231	0	0	0
ENSPNYG00000001232	19	5	5
ENSPNYG00000001233	0	0	0
ENSPNYG00000001234	1	0	1
ENSPNYG00000001235	0	0	4
ENSPNYG00000001236	12	13	16
ENSPNYG00000001237	0	1	1
ENSPNYG00000001238	2	4	6
ENSPNYG00000001239	1	0	0
ENSPNYG00000001240	2	0	0
ENSPNYG00000001241	0	3	0
ENSPNYG00000001242	1	1	1
ENSPNYG00000001243	3	0	0
ENSPNYG00000001244	0	0	0
ENSPNYG00000001245	1	0	0
ENSPNYG00000001246	16	16	8
ENSPNYG00000001247	0	0	0
ENSPNYG00000001248	0	1	0
ENSPNYG00000001249	0	0	0
ENSPNYG00000001250	30	29	40
ENSPNYG00000001251	0	0	1
ENSPNYG00000001252	0	0	0
ENSPNYG00000001253	1	0	0
ENSPNYG00000001254	0	0	0
ENSPNYG00000001255	23	16	14
ENSPNYG00000001256	25	9	26
ENSPNYG00000001257	5	2	6
ENSPNYG00000001258	0	0	2
ENSPNYG00000001259	0	0	0
ENSPNYG00000001260	1	5	6
ENSPNYG00000001261	10	11	12
ENSPNYG00000001262	0	1	1
ENSPNYG00000001263	0	0	2
ENSPNYG00000001264	2	6	7
ENSPNYG00000001265	0	2	0
ENSPNYG00000001266	3	1	1
ENSPNYG00000001267	149	190	314
ENSPNYG00000001268	0	0	0
ENSPNYG00000001269	8	1	2
ENSPNYG00000001270	0	0	3
ENSPNYG00000001271	19	37	68
ENSPNYG00000001272	2	0	0
ENSPNYG00000001273	1044	751	1217
ENSPNYG00000001274	5	0	1
ENSPNYG00000001275	0	0	0
ENSPNYG00000001276	0	2	1
ENSPNYG00000001277	0	0	0
ENSPNYG00000001278	0	0	0
ENSPNYG00000001279	0	0	0
ENSPNYG00000001280	1	7	2
ENSPNYG00000001281	0	0	0
ENSPNYG00000001282	0	0	0
ENSPNYG00000001283	1	0	2
ENSPNYG00000001284	1	4	1
ENSPNYG00000001285	4	1	1
ENSPNYG00000001286	1	0	1
ENSPNYG00000001287	1	1	0
ENSPNYG00000001288	3	1	5
ENSPNYG00000001289	10	5	2
ENSPNYG00000001290	0	0	0
ENSPNYG00000001291	0	0	0
ENSPNYG00000001292	1	1	1
ENSPNYG00000001293	5	2	7
ENSPNYG00000001294	1	2	5
ENSPNYG00000001295	155	79	126
ENSPNYG00000001296	0	2	0
ENSPNYG00000001297	0	0	0
ENSPNYG00000001298	16	7	0
ENSPNYG00000001299	0	0	0
ENSPNYG00000001300	0	0	1
ENSPNYG00000001301	6	0	1
ENSPNYG00000001302	2	7	3
ENSPNYG00000001303	44	163	143
ENSPNYG00000001304	0	0	3
ENSPNYG00000001305	70	112	167
ENSPNYG00000001306	0	0	0
ENSPNYG00000001307	0	0	0
ENSPNYG00000001308	5	2	9
ENSPNYG00000001309	0	0	1
ENSPNYG00000001310	323	500	904
ENSPNYG00000001311	0	3	14
ENSPNYG00000001312	0	0	0
ENSPNYG00000001313	0	0	0
ENSPNYG00000001314	1	0	2
ENSPNYG00000001315	0	0	0
ENSPNYG00000001316	9	4	11
ENSPNYG00000001317	7	0	6
ENSPNYG00000001318	0	0	0
ENSPNYG00000001319	0	0	0
ENSPNYG00000001320	0	0	0
ENSPNYG00000001321	2	1	4
ENSPNYG00000001322	1	0	0
ENSPNYG00000001323	2	5	3
ENSPNYG00000001324	0	0	0
ENSPNYG00000001325	1	5	4
ENSPNYG00000001326	0	0	0
ENSPNYG00000001327	44	36	48
ENSPNYG00000001328	1	2	1
ENSPNYG00000001329	0	0	2
ENSPNYG00000001330	5	0	1
ENSPNYG00000001331	0	1	0
ENSPNYG00000001332	12	2	3
ENSPNYG00000001333	0	0	5
ENSPNYG00000001334	1	4	2
ENSPNYG00000001335	2	0	0
ENSPNYG00000001336	0	3	0
ENSPNYG00000001337	1	0	1
ENSPNYG00000001338	0	0	0
ENSPNYG00000001339	1	0	0
ENSPNYG00000001340	0	0	0
ENSPNYG00000001341	4	1	2
ENSPNYG00000001342	0	0	0
ENSPNYG00000001343	1	6	5
ENSPNYG00000001344	7	0	4
ENSPNYG00000001345	1	0	0
ENSPNYG00000001346	0	0	1
ENSPNYG00000001347	0	0	0
ENSPNYG00000001348	10	8	4
ENSPNYG00000001349	97	127	150
ENSPNYG00000001350	0	0	3
ENSPNYG00000001351	2	4	5
ENSPNYG00000001352	1	2	0
ENSPNYG00000001353	7	2	6
ENSPNYG00000001354	0	0	0
ENSPNYG00000001355	7	11	6
ENSPNYG00000001356	6	11	15
ENSPNYG00000001357	0	0	0
ENSPNYG00000001358	3	1	1
ENSPNYG00000001359	2	0	4
ENSPNYG00000001360	0	0	0
ENSPNYG00000001361	60	18	25
ENSPNYG00000001362	0	0	1
ENSPNYG00000001363	0	0	0
ENSPNYG00000001364	0	0	0
ENSPNYG00000001365	9	3	2
ENSPNYG00000001366	38	29	39
ENSPNYG00000001367	4	1	1
ENSPNYG00000001368	0	2	3
ENSPNYG00000001369	5	2	2
ENSPNYG00000001370	8	1	4
ENSPNYG00000001371	3	3	3
ENSPNYG00000001372	0	0	0
ENSPNYG00000001373	3	1	0
ENSPNYG00000001374	6	2	2
ENSPNYG00000001375	1	9	1
ENSPNYG00000001376	0	0	0
ENSPNYG00000001377	0	0	0
ENSPNYG00000001378	0	0	0
ENSPNYG00000001379	2	1	3
ENSPNYG00000001380	4	2	4
ENSPNYG00000001381	13	16	8
ENSPNYG00000001382	0	0	3
ENSPNYG00000001383	18	20	13
ENSPNYG00000001384	1	2	3
ENSPNYG00000001385	0	0	0
ENSPNYG00000001386	1	0	0
ENSPNYG00000001387	9	7	4
ENSPNYG00000001388	0	0	0
ENSPNYG00000001389	0	0	0
ENSPNYG00000001390	0	0	0
ENSPNYG00000001391	0	0	0
ENSPNYG00000001392	20	21	20
ENSPNYG00000001393	0	0	3
ENSPNYG00000001394	3	3	2
ENSPNYG00000001395	0	0	0
ENSPNYG00000001396	1	1	5
ENSPNYG00000001397	14	9	8
ENSPNYG00000001398	1	0	4
ENSPNYG00000001399	47	22	14
ENSPNYG00000001400	0	1	0
ENSPNYG00000001401	1	0	0
ENSPNYG00000001402	0	0	0
ENSPNYG00000001403	1	0	0
ENSPNYG00000001404	0	0	0
ENSPNYG00000001405	0	0	0
ENSPNYG00000001406	2	1	3
ENSPNYG00000001407	4	2	1
ENSPNYG00000001408	0	0	3
ENSPNYG00000001409	14	5	18
ENSPNYG00000001410	0	2	7
ENSPNYG00000001411	1	0	2
ENSPNYG00000001412	1	0	1
ENSPNYG00000001413	2	1	0
ENSPNYG00000001414	0	0	0
ENSPNYG00000001415	32	53	52
ENSPNYG00000001416	6	3	5
ENSPNYG00000001417	4	0	9
ENSPNYG00000001418	1	1	3
ENSPNYG00000001419	0	0	1
ENSPNYG00000001420	0	0	1
ENSPNYG00000001421	0	0	0
ENSPNYG00000001422	0	0	0
ENSPNYG00000001423	4	0	6
ENSPNYG00000001424	0	1	0
ENSPNYG00000001425	0	0	1
ENSPNYG00000001426	0	0	0
ENSPNYG00000001427	0	2	1
ENSPNYG00000001428	0	0	0
ENSPNYG00000001429	0	0	2
ENSPNYG00000001430	1	3	2
ENSPNYG00000001431	0	1	2
ENSPNYG00000001432	31	22	11
ENSPNYG00000001433	0	1	4
ENSPNYG00000001434	0	0	0
ENSPNYG00000001435	0	0	0
ENSPNYG00000001436	0	0	0
ENSPNYG00000001437	4	12	4
ENSPNYG00000001438	23	10	10
ENSPNYG00000001439	0	0	0
ENSPNYG00000001440	2	1	0
ENSPNYG00000001441	9	0	6
ENSPNYG00000001442	0	0	0
ENSPNYG00000001443	0	0	0
ENSPNYG00000001444	23	17	13
ENSPNYG00000001445	1	0	0
ENSPNYG00000001446	1	0	5
ENSPNYG00000001447	8	1	4
ENSPNYG00000001448	1	0	1
ENSPNYG00000001449	2	2	1
ENSPNYG00000001450	23	6	15
ENSPNYG00000001451	1	0	0
ENSPNYG00000001452	0	1	1
ENSPNYG00000001453	0	0	0
ENSPNYG00000001454	0	1	2
ENSPNYG00000001455	0	0	2
ENSPNYG00000001456	6	2	4
ENSPNYG00000001457	3	2	1
ENSPNYG00000001458	0	0	0
ENSPNYG00000001459	4	2	0
ENSPNYG00000001460	0	0	1
ENSPNYG00000001461	3	10	9
ENSPNYG00000001462	0	0	0
ENSPNYG00000001463	0	0	7
ENSPNYG00000001464	3	2	1
ENSPNYG00000001465	2	0	3
ENSPNYG00000001466	0	0	0
ENSPNYG00000001467	0	0	0
ENSPNYG00000001468	0	0	0
ENSPNYG00000001469	3	5	5
ENSPNYG00000001470	1	0	0
ENSPNYG00000001471	2	0	1
ENSPNYG00000001472	1	0	0
ENSPNYG00000001473	0	0	0
ENSPNYG00000001474	1381	803	779
ENSPNYG00000001475	9	6	5
ENSPNYG00000001476	0	0	0
ENSPNYG00000001477	0	0	0
ENSPNYG00000001478	0	0	0
ENSPNYG00000001479	0	0	0
ENSPNYG00000001480	7	5	6
ENSPNYG00000001481	31	37	22
ENSPNYG00000001482	0	0	1
ENSPNYG00000001483	4	2	7
ENSPNYG00000001484	0	0	0
ENSPNYG00000001485	1	0	0
ENSPNYG00000001486	3	3	2
ENSPNYG00000001487	25	11	32
ENSPNYG00000001488	4	7	7
ENSPNYG00000001489	1	1	2
ENSPNYG00000001490	3	1	3
ENSPNYG00000001491	0	0	0
ENSPNYG00000001492	0	0	0
ENSPNYG00000001493	1	2	4
ENSPNYG00000001494	1	0	0
ENSPNYG00000001495	10	18	7
ENSPNYG00000001496	48	63	51
ENSPNYG00000001497	0	0	0
ENSPNYG00000001498	6	6	10
ENSPNYG00000001499	2	0	0
ENSPNYG00000001500	0	6	6
ENSPNYG00000001501	0	0	0
ENSPNYG00000001502	1	0	3
ENSPNYG00000001503	0	0	0
ENSPNYG00000001504	0	1	0
ENSPNYG00000001505	0	0	0
ENSPNYG00000001506	0	0	0
ENSPNYG00000001507	0	0	0
ENSPNYG00000001508	4	4	8
ENSPNYG00000001509	47	40	29
ENSPNYG00000001510	23	13	9
ENSPNYG00000001511	12	3	6
ENSPNYG00000001512	0	0	0
ENSPNYG00000001513	2	1	3
ENSPNYG00000001514	0	0	1
ENSPNYG00000001515	10	2	9
ENSPNYG00000001516	0	0	1
ENSPNYG00000001517	3	3	2
ENSPNYG00000001518	0	0	0
ENSPNYG00000001519	0	0	1
ENSPNYG00000001520	0	0	0
ENSPNYG00000001521	17	0	10
ENSPNYG00000001522	3	1	0
ENSPNYG00000001523	0	1	0
ENSPNYG00000001524	0	3	4
ENSPNYG00000001525	1	0	0
ENSPNYG00000001526	0	0	0
ENSPNYG00000001527	0	0	2
ENSPNYG00000001528	0	4	3
ENSPNYG00000001529	0	1	0
ENSPNYG00000001530	10	1	3
ENSPNYG00000001531	2	0	0
ENSPNYG00000001532	0	0	0
ENSPNYG00000001533	1	0	0
ENSPNYG00000001534	0	2	0
ENSPNYG00000001535	2	0	1
ENSPNYG00000001536	0	0	1
ENSPNYG00000001537	1	1	0
ENSPNYG00000001538	0	0	0
ENSPNYG00000001539	2	1	0
ENSPNYG00000001540	10	6	11
ENSPNYG00000001541	0	0	0
ENSPNYG00000001542	1	2	2
