Gene	Ab_5_Eye	Ab_6_Eye
ENSHBUG00000015133	0	0
ENSHBUG00000015134	1	40
ENSHBUG00000015135	0	0
ENSHBUG00000015136	1	31
ENSHBUG00000015137	0	0
ENSHBUG00000015138	0	0
ENSHBUG00000015139	4	13
ENSHBUG00000015140	0	0
ENSHBUG00000015141	0	0
ENSHBUG00000015142	0	0
ENSHBUG00000015143	1	37
ENSHBUG00000015144	2	45
ENSHBUG00000015145	1	47
ENSHBUG00000015146	2	18
ENSHBUG00000015147	48	95
ENSHBUG00000015148	0	0
ENSHBUG00000015149	0	0
ENSHBUG00000015150	104	115
ENSHBUG00000015151	442	448
ENSHBUG00000015152	0	0
ENSHBUG00000015153	0	0
ENSHBUG00000015154	0	0
ENSHBUG00000015155	3	19
ENSHBUG00000015156	0	0
ENSHBUG00000015157	0	0
ENSHBUG00000015158	1	9
ENSHBUG00000015159	0	0
ENSHBUG00000015160	0	0
ENSHBUG00000015161	3	31
ENSHBUG00000015162	53	77
ENSHBUG00000015163	32	57
ENSHBUG00000015164	0	0
ENSHBUG00000015165	0	0
ENSHBUG00000015166	0	0
ENSHBUG00000015167	0	0
ENSHBUG00000015168	5	27
ENSHBUG00000015169	0	0
ENSHBUG00000015170	1	40
ENSHBUG00000015171	1488	1510
ENSHBUG00000015172	0	0
ENSHBUG00000015173	0	0
ENSHBUG00000015174	5	15
ENSHBUG00000015175	3	19
ENSHBUG00000015176	1942	1983
ENSHBUG00000015177	0	0
ENSHBUG00000015178	2	40
ENSHBUG00000015179	3	47
ENSHBUG00000015180	0	0
ENSHBUG00000015181	4	33
ENSHBUG00000015182	205	249
ENSHBUG00000015183	0	0
ENSHBUG00000015184	17	46
ENSHBUG00000015185	0	0
ENSHBUG00000015186	0	0
ENSHBUG00000015187	5	16
ENSHBUG00000015188	0	0
ENSHBUG00000015189	1	34
ENSHBUG00000015190	0	0
ENSHBUG00000015191	2	25
ENSHBUG00000015192	8	14
ENSHBUG00000015193	147	157
ENSHBUG00000015194	1	12
ENSHBUG00000015195	0	0
ENSHBUG00000015196	0	0
ENSHBUG00000015197	0	0
ENSHBUG00000015198	0	0
ENSHBUG00000015199	0	0
ENSHBUG00000015200	1	31
ENSHBUG00000015201	1	14
ENSHBUG00000015202	0	0
ENSHBUG00000015203	0	0
ENSHBUG00000015204	643	662
ENSHBUG00000015205	1	20
ENSHBUG00000015206	0	0
ENSHBUG00000015207	0	0
ENSHBUG00000015208	0	0
ENSHBUG00000015209	0	0
ENSHBUG00000015210	313	325
ENSHBUG00000015211	3	7
ENSHBUG00000015212	1	9
ENSHBUG00000015213	0	0
ENSHBUG00000015214	2	30
ENSHBUG00000015215	0	0
ENSHBUG00000015216	0	0
ENSHBUG00000015217	0	0
ENSHBUG00000015218	0	0
ENSHBUG00000015219	0	0
ENSHBUG00000015220	34	57
ENSHBUG00000015221	0	0
ENSHBUG00000015222	23	38
ENSHBUG00000015223	0	0
ENSHBUG00000015224	1	20
ENSHBUG00000015225	0	0
ENSHBUG00000015226	20	42
ENSHBUG00000015227	1	29
ENSHBUG00000015228	0	0
ENSHBUG00000015229	61	65
ENSHBUG00000015230	0	0
ENSHBUG00000015231	0	0
ENSHBUG00000015232	4	19
ENSHBUG00000015233	0	0
ENSHBUG00000015234	0	0
ENSHBUG00000015235	0	0
ENSHBUG00000015236	0	0
ENSHBUG00000015237	1	23
ENSHBUG00000015238	0	0
ENSHBUG00000015239	0	0
ENSHBUG00000015240	0	0
ENSHBUG00000015241	0	0
ENSHBUG00000015242	29	35
ENSHBUG00000015243	0	0
ENSHBUG00000015244	73	91
ENSHBUG00000015245	0	0
ENSHBUG00000015246	0	0
ENSHBUG00000015247	17	24
ENSHBUG00000015248	1	48
ENSHBUG00000015249	0	0
ENSHBUG00000015250	0	0
ENSHBUG00000015251	0	0
ENSHBUG00000015252	0	0
ENSHBUG00000015253	0	0
ENSHBUG00000015254	0	0
ENSHBUG00000015255	0	0
ENSHBUG00000015256	2	17
ENSHBUG00000015257	0	0
ENSHBUG00000015258	7	17
ENSHBUG00000015259	0	0
ENSHBUG00000015260	1622	1640
ENSHBUG00000015261	1	11
ENSHBUG00000015262	19	27
ENSHBUG00000015263	1	22
ENSHBUG00000015264	0	0
ENSHBUG00000015265	0	0
ENSHBUG00000015266	0	0
ENSHBUG00000015267	3	29
ENSHBUG00000015268	0	0
ENSHBUG00000015269	3	19
ENSHBUG00000015270	0	0
ENSHBUG00000015271	2	14
ENSHBUG00000015272	1	42
ENSHBUG00000015273	3804	3834
ENSHBUG00000015274	0	0
ENSHBUG00000015275	0	0
ENSHBUG00000015276	0	0
ENSHBUG00000015277	7	11
ENSHBUG00000015278	0	0
ENSHBUG00000015279	0	0
ENSHBUG00000015280	0	0
ENSHBUG00000015281	2	11
ENSHBUG00000015282	0	0
ENSHBUG00000015283	0	0
ENSHBUG00000015284	1	36
ENSHBUG00000015285	0	0
ENSHBUG00000015286	5	49
ENSHBUG00000015287	286	322
ENSHBUG00000015288	3	26
ENSHBUG00000015289	2	5
ENSHBUG00000015290	406	423
ENSHBUG00000015291	0	0
ENSHBUG00000015292	3	11
ENSHBUG00000015293	0	0
ENSHBUG00000015294	2	12
ENSHBUG00000015295	4	49
ENSHBUG00000015296	596	621
ENSHBUG00000015297	0	0
ENSHBUG00000015298	6	49
ENSHBUG00000015299	0	0
ENSHBUG00000015300	0	0
ENSHBUG00000015301	362	399
ENSHBUG00000015302	2	36
ENSHBUG00000015303	204	241
ENSHBUG00000015304	0	0
ENSHBUG00000015305	6	29
ENSHBUG00000015306	0	0
ENSHBUG00000015307	11	27
ENSHBUG00000015308	27	30
ENSHBUG00000015309	4	45
ENSHBUG00000015310	0	0
ENSHBUG00000015311	930	960
ENSHBUG00000015312	0	0
ENSHBUG00000015313	0	0
ENSHBUG00000015314	4	39
ENSHBUG00000015315	0	0
ENSHBUG00000015316	5	21
ENSHBUG00000015317	0	0
ENSHBUG00000015318	0	0
ENSHBUG00000015319	0	0
ENSHBUG00000015320	0	0
ENSHBUG00000015321	0	0
ENSHBUG00000015322	1	42
ENSHBUG00000015323	0	0
ENSHBUG00000015324	1	7
ENSHBUG00000015325	0	0
ENSHBUG00000015326	13	38
ENSHBUG00000015327	2	47
ENSHBUG00000015328	0	0
ENSHBUG00000015329	1	44
ENSHBUG00000015330	1300	1304
ENSHBUG00000015331	532	573
ENSHBUG00000015332	6	20
ENSHBUG00000015333	0	0
ENSHBUG00000015334	5	21
ENSHBUG00000015335	3	11
ENSHBUG00000015336	0	0
ENSHBUG00000015337	0	0
ENSHBUG00000015338	0	0
ENSHBUG00000015339	2	21
ENSHBUG00000015340	0	0
ENSHBUG00000015341	1	38
ENSHBUG00000015342	0	0
ENSHBUG00000015343	4	27
ENSHBUG00000015344	0	0
ENSHBUG00000015345	38	79
ENSHBUG00000015346	0	0
ENSHBUG00000015347	0	0
ENSHBUG00000015348	0	0
ENSHBUG00000015349	0	0
ENSHBUG00000015350	3	13
ENSHBUG00000015351	0	0
ENSHBUG00000015352	1	7
ENSHBUG00000015353	1	42
ENSHBUG00000015354	0	0
ENSHBUG00000015355	0	0
ENSHBUG00000015356	0	0
ENSHBUG00000015357	7	12
ENSHBUG00000015358	0	0
ENSHBUG00000015359	51	76
ENSHBUG00000015360	0	0
ENSHBUG00000015361	0	0
ENSHBUG00000015362	1	35
ENSHBUG00000015363	0	0
ENSHBUG00000015364	0	0
ENSHBUG00000015365	0	0
ENSHBUG00000015366	0	0
ENSHBUG00000015367	0	0
ENSHBUG00000015368	0	0
ENSHBUG00000015369	68	100
ENSHBUG00000015370	0	0
ENSHBUG00000015371	1	42
ENSHBUG00000015372	57	79
ENSHBUG00000015373	13	48
ENSHBUG00000015374	294	332
ENSHBUG00000015375	0	0
ENSHBUG00000015376	16	27
ENSHBUG00000015377	0	0
ENSHBUG00000015378	0	0
ENSHBUG00000015379	1	24
ENSHBUG00000015380	0	0
ENSHBUG00000015381	0	0
ENSHBUG00000015382	0	0
ENSHBUG00000015383	0	0
ENSHBUG00000015384	0	0
ENSHBUG00000015385	0	0
ENSHBUG00000015386	0	0
ENSHBUG00000015387	0	0
ENSHBUG00000015388	0	0
ENSHBUG00000015389	0	0
ENSHBUG00000015390	0	0
ENSHBUG00000015391	0	0
ENSHBUG00000015392	5	53
ENSHBUG00000015393	4	28
ENSHBUG00000015394	0	0
ENSHBUG00000015395	202	223
ENSHBUG00000015396	0	0
ENSHBUG00000015397	0	0
ENSHBUG00000015398	2	27
ENSHBUG00000015399	1	9
ENSHBUG00000015400	1	3
ENSHBUG00000015401	0	0
ENSHBUG00000015402	3	21
ENSHBUG00000015403	28	30
ENSHBUG00000015404	0	0
ENSHBUG00000015405	0	0
ENSHBUG00000015406	0	0
ENSHBUG00000015407	0	0
ENSHBUG00000015408	2	38
ENSHBUG00000015409	0	0
ENSHBUG00000015410	0	0
ENSHBUG00000015411	0	0
ENSHBUG00000015412	6	30
ENSHBUG00000015413	54	78
ENSHBUG00000015414	0	0
ENSHBUG00000015415	0	0
ENSHBUG00000015416	0	0
ENSHBUG00000015417	1	7
ENSHBUG00000015418	5	23
ENSHBUG00000015419	0	0
ENSHBUG00000015420	19	48
ENSHBUG00000015421	0	0
ENSHBUG00000015422	0	0
ENSHBUG00000015423	1	43
ENSHBUG00000015424	14	46
ENSHBUG00000015425	0	0
ENSHBUG00000015426	1	34
ENSHBUG00000015427	1	33
ENSHBUG00000015428	29	69
ENSHBUG00000015429	0	0
ENSHBUG00000015430	0	0
ENSHBUG00000015431	0	0
ENSHBUG00000015432	1	33
ENSHBUG00000015433	1	39
ENSHBUG00000015434	0	0
ENSHBUG00000015435	17	35
ENSHBUG00000015436	6	28
ENSHBUG00000015437	0	0
ENSHBUG00000015438	0	0
ENSHBUG00000015439	0	0
ENSHBUG00000015440	2	14
ENSHBUG00000015441	0	0
ENSHBUG00000015442	1	5
ENSHBUG00000015443	0	0
ENSHBUG00000015444	0	0
ENSHBUG00000015445	135	153
ENSHBUG00000015446	0	0
ENSHBUG00000015447	1	11
ENSHBUG00000015448	1	21
ENSHBUG00000015449	0	0
ENSHBUG00000015450	271	294
ENSHBUG00000015451	0	0
ENSHBUG00000015452	0	0
ENSHBUG00000015453	0	0
ENSHBUG00000015454	484	501
ENSHBUG00000015455	0	0
ENSHBUG00000015456	0	0
ENSHBUG00000015457	0	0
ENSHBUG00000015458	0	0
ENSHBUG00000015459	0	0
ENSHBUG00000015460	0	0
ENSHBUG00000015461	1	49
ENSHBUG00000015462	0	0
ENSHBUG00000015463	0	0
ENSHBUG00000015464	0	0
ENSHBUG00000015465	0	0
ENSHBUG00000015466	3	32
ENSHBUG00000015467	2	26
ENSHBUG00000015468	0	0
ENSHBUG00000015469	4	10
ENSHBUG00000015470	3	19
ENSHBUG00000015471	0	0
ENSHBUG00000015472	0	0
ENSHBUG00000015473	0	0
ENSHBUG00000015474	4	39
ENSHBUG00000015475	0	0
ENSHBUG00000015476	0	0
ENSHBUG00000015477	7	22
ENSHBUG00000015478	9	12
ENSHBUG00000015479	1	26
ENSHBUG00000015480	7	32
ENSHBUG00000015481	19	51
ENSHBUG00000015482	0	0
ENSHBUG00000015483	0	0
ENSHBUG00000015484	0	0
ENSHBUG00000015485	0	0
ENSHBUG00000015486	1	28
ENSHBUG00000015487	2	14
ENSHBUG00000015488	1	45
ENSHBUG00000015489	1	25
ENSHBUG00000015490	3	46
ENSHBUG00000015491	0	0
ENSHBUG00000015492	0	0
ENSHBUG00000015493	12	52
ENSHBUG00000015494	1	9
ENSHBUG00000015495	94	96
ENSHBUG00000015496	1	25
ENSHBUG00000015497	0	0
ENSHBUG00000015498	1	20
ENSHBUG00000015499	0	0
ENSHBUG00000015500	374	415
ENSHBUG00000015501	0	0
ENSHBUG00000015502	0	0
ENSHBUG00000015503	0	0
ENSHBUG00000015504	12	58
ENSHBUG00000015505	0	0
ENSHBUG00000015506	0	0
ENSHBUG00000015507	0	0
ENSHBUG00000015508	77	116
ENSHBUG00000015509	0	0
ENSHBUG00000015510	0	0
ENSHBUG00000015511	362	373
ENSHBUG00000015512	71	84
ENSHBUG00000015513	0	0
ENSHBUG00000015514	0	0
ENSHBUG00000015515	0	0
ENSHBUG00000015516	0	0
ENSHBUG00000015517	8	19
ENSHBUG00000015518	1	16
ENSHBUG00000015519	0	0
ENSHBUG00000015520	0	0
ENSHBUG00000015521	3	28
ENSHBUG00000015522	9	46
ENSHBUG00000015523	0	0
ENSHBUG00000015524	0	0
ENSHBUG00000015525	1	20
ENSHBUG00000015526	0	0
ENSHBUG00000015527	4	38
ENSHBUG00000015528	0	0
ENSHBUG00000015529	0	0
ENSHBUG00000015530	12	19
ENSHBUG00000015531	69	76
ENSHBUG00000015532	3	12
ENSHBUG00000015533	0	0
ENSHBUG00000015534	0	0
ENSHBUG00000015535	830	869
ENSHBUG00000015536	7	23
ENSHBUG00000015537	0	0
ENSHBUG00000015538	15	56
ENSHBUG00000015539	3	24
ENSHBUG00000015540	4	8
ENSHBUG00000015541	0	0
ENSHBUG00000015542	19	20
ENSHBUG00000015543	0	0
ENSHBUG00000015544	0	0
ENSHBUG00000015545	2	22
ENSHBUG00000015546	3	29
ENSHBUG00000015547	1	14
ENSHBUG00000015548	2	28
ENSHBUG00000015549	5	29
ENSHBUG00000015550	5	26
ENSHBUG00000015551	0	0
ENSHBUG00000015552	1	19
ENSHBUG00000015553	28	55
ENSHBUG00000015554	0	0
ENSHBUG00000015555	2	45
ENSHBUG00000015556	0	0
ENSHBUG00000015557	1	41
ENSHBUG00000015558	20	62
ENSHBUG00000015559	1	19
ENSHBUG00000015560	0	0
ENSHBUG00000015561	5	12
ENSHBUG00000015562	0	0
ENSHBUG00000015563	0	0
ENSHBUG00000015564	1	12
ENSHBUG00000015565	0	0
ENSHBUG00000015566	5	24
ENSHBUG00000015567	0	0
ENSHBUG00000015568	7	20
ENSHBUG00000015569	0	0
ENSHBUG00000015570	5	17
ENSHBUG00000015571	3	36
ENSHBUG00000015572	0	0
ENSHBUG00000015573	0	0
ENSHBUG00000015574	0	0
ENSHBUG00000015575	0	0
ENSHBUG00000015576	0	0
ENSHBUG00000015577	32	57
ENSHBUG00000015578	0	0
ENSHBUG00000015579	2	11
ENSHBUG00000015580	0	0
ENSHBUG00000015581	7	21
ENSHBUG00000015582	1	26
ENSHBUG00000015583	16	59
ENSHBUG00000015584	1761	1772
ENSHBUG00000015585	0	0
ENSHBUG00000015586	0	0
ENSHBUG00000015587	0	0
ENSHBUG00000015588	0	0
ENSHBUG00000015589	1	27
ENSHBUG00000015590	0	0
ENSHBUG00000015591	2	35
ENSHBUG00000015592	0	0
ENSHBUG00000015593	0	0
ENSHBUG00000015594	0	0
ENSHBUG00000015595	6	53
ENSHBUG00000015596	0	0
ENSHBUG00000015597	1	35
ENSHBUG00000015598	0	0
ENSHBUG00000015599	0	0
ENSHBUG00000015600	0	0
ENSHBUG00000015601	0	0
ENSHBUG00000015602	3	11
ENSHBUG00000015603	8	13
ENSHBUG00000015604	14	51
ENSHBUG00000015605	1	44
ENSHBUG00000015606	0	0
ENSHBUG00000015607	88	130
ENSHBUG00000015608	0	0
ENSHBUG00000015609	0	0
ENSHBUG00000015610	0	0
ENSHBUG00000015611	0	0
ENSHBUG00000015612	48	77
ENSHBUG00000015613	0	0
ENSHBUG00000015614	0	0
ENSHBUG00000015615	0	0
ENSHBUG00000015616	158	186
ENSHBUG00000015617	1	45
ENSHBUG00000015618	0	0
ENSHBUG00000015619	0	0
ENSHBUG00000015620	0	0
ENSHBUG00000015621	11	44
ENSHBUG00000015622	0	0
ENSHBUG00000015623	1	25
ENSHBUG00000015624	0	0
ENSHBUG00000015625	23	41
ENSHBUG00000015626	0	0
ENSHBUG00000015627	0	0
ENSHBUG00000015628	46	87
ENSHBUG00000015629	0	0
ENSHBUG00000015630	1	24
ENSHBUG00000015631	1	41
ENSHBUG00000015632	0	0
ENSHBUG00000015633	1	43
ENSHBUG00000015634	1	43
ENSHBUG00000015635	0	0
ENSHBUG00000015636	0	0
ENSHBUG00000015637	1	21
ENSHBUG00000015638	0	0
ENSHBUG00000015639	0	0
ENSHBUG00000015640	0	0
ENSHBUG00000015641	10	55
ENSHBUG00000015642	0	0
ENSHBUG00000015643	1	33
ENSHBUG00000015644	0	0
ENSHBUG00000015645	1	23
ENSHBUG00000015646	0	0
ENSHBUG00000015647	4	51
ENSHBUG00000015648	0	0
ENSHBUG00000015649	0	0
ENSHBUG00000015650	2	22
ENSHBUG00000015651	0	0
ENSHBUG00000015652	0	0
ENSHBUG00000015653	0	0
ENSHBUG00000015654	10737	10763
ENSHBUG00000015655	0	0
ENSHBUG00000015656	0	0
ENSHBUG00000015657	1	34
ENSHBUG00000015658	0	0
ENSHBUG00000015659	0	0
ENSHBUG00000015660	0	0
ENSHBUG00000015661	0	0
ENSHBUG00000015662	0	0
ENSHBUG00000015663	0	0
ENSHBUG00000015664	0	0
ENSHBUG00000015665	2	12
ENSHBUG00000015666	1	28
ENSHBUG00000015667	0	0
ENSHBUG00000015668	250	263
ENSHBUG00000015669	0	0
ENSHBUG00000015670	0	0
ENSHBUG00000015671	2	33
ENSHBUG00000015672	40	47
ENSHBUG00000015673	0	0
ENSHBUG00000015674	0	0
ENSHBUG00000015675	0	0
ENSHBUG00000015676	4	22
ENSHBUG00000015677	1	36
ENSHBUG00000015678	16	59
ENSHBUG00000015679	1	29
ENSHBUG00000015680	0	0
ENSHBUG00000015681	1	15
ENSHBUG00000015682	0	0
ENSHBUG00000015683	0	0
ENSHBUG00000015684	0	0
ENSHBUG00000015685	0	0
ENSHBUG00000015686	0	0
ENSHBUG00000015687	1	33
ENSHBUG00000015688	0	0
ENSHBUG00000015689	0	0
ENSHBUG00000015690	0	0
ENSHBUG00000015691	0	0
ENSHBUG00000015692	26	35
ENSHBUG00000015693	0	0
ENSHBUG00000015694	0	0
ENSHBUG00000015695	0	0
ENSHBUG00000015696	0	0
ENSHBUG00000015697	0	0
ENSHBUG00000015698	80	96
ENSHBUG00000015699	0	0
ENSHBUG00000015700	13	37
ENSHBUG00000015701	0	0
ENSHBUG00000015702	1	40
ENSHBUG00000015703	359	379
ENSHBUG00000015704	0	0
ENSHBUG00000015705	0	0
ENSHBUG00000015706	114	127
ENSHBUG00000015707	0	0
ENSHBUG00000015708	0	0
ENSHBUG00000015709	3	31
ENSHBUG00000015710	0	0
ENSHBUG00000015711	2	17
ENSHBUG00000015712	0	0
ENSHBUG00000015713	0	0
ENSHBUG00000015714	0	0
ENSHBUG00000015715	1	10
ENSHBUG00000015716	0	0
ENSHBUG00000015717	0	0
ENSHBUG00000015718	2	36
ENSHBUG00000015719	5	16
ENSHBUG00000015720	2261	2270
ENSHBUG00000015721	0	0
ENSHBUG00000015722	0	0
ENSHBUG00000015723	0	0
ENSHBUG00000015724	0	0
ENSHBUG00000015725	3	29
ENSHBUG00000015726	1	27
ENSHBUG00000015727	1	19
ENSHBUG00000015728	96	104
ENSHBUG00000015729	0	0
ENSHBUG00000015730	82	121
ENSHBUG00000015731	0	0
ENSHBUG00000015732	4	47
ENSHBUG00000015733	7	25
ENSHBUG00000015734	0	0
ENSHBUG00000015735	0	0
ENSHBUG00000015736	0	0
ENSHBUG00000015737	0	0
ENSHBUG00000015738	7	18
ENSHBUG00000015739	0	0
ENSHBUG00000015740	6	10
ENSHBUG00000015741	0	0
ENSHBUG00000015742	0	0
ENSHBUG00000015743	1	47
ENSHBUG00000015744	0	0
ENSHBUG00000015745	0	0
ENSHBUG00000015746	0	0
ENSHBUG00000015747	0	0
ENSHBUG00000015748	3	35
ENSHBUG00000015749	3	38
ENSHBUG00000015750	0	0
ENSHBUG00000015751	1	23
ENSHBUG00000015752	0	0
ENSHBUG00000015753	81	105
ENSHBUG00000015754	0	0
ENSHBUG00000015755	0	0
ENSHBUG00000015756	1	16
ENSHBUG00000015757	93	131
ENSHBUG00000015758	8	17
ENSHBUG00000015759	0	0
ENSHBUG00000015760	2	23
ENSHBUG00000015761	6	51
ENSHBUG00000015762	76	99
ENSHBUG00000015763	0	0
ENSHBUG00000015764	1	15
ENSHBUG00000015765	0	0
ENSHBUG00000015766	0	0
ENSHBUG00000015767	1913	1937
ENSHBUG00000015768	0	0
ENSHBUG00000015769	1	3
ENSHBUG00000015770	50	87
ENSHBUG00000015771	0	0
ENSHBUG00000015772	1	38
ENSHBUG00000015773	0	0
ENSHBUG00000015774	0	0
ENSHBUG00000015775	0	0
ENSHBUG00000015776	11	33
ENSHBUG00000015777	0	0
ENSHBUG00000015778	43	62
ENSHBUG00000015779	0	0
ENSHBUG00000015780	0	0
ENSHBUG00000015781	2	21
ENSHBUG00000015782	3	43
ENSHBUG00000015783	0	0
ENSHBUG00000015784	1	41
ENSHBUG00000015785	0	0
ENSHBUG00000015786	2	34
ENSHBUG00000015787	1	35
ENSHBUG00000015788	0	0
ENSHBUG00000015789	0	0
ENSHBUG00000015790	123	146
ENSHBUG00000015791	0	0
ENSHBUG00000015792	0	0
ENSHBUG00000015793	0	0
ENSHBUG00000015794	0	0
ENSHBUG00000015795	2	12
ENSHBUG00000015796	0	0
ENSHBUG00000015797	0	0
ENSHBUG00000015798	0	0
ENSHBUG00000015799	0	0
ENSHBUG00000015800	0	0
ENSHBUG00000015801	0	0
ENSHBUG00000015802	1	32
ENSHBUG00000015803	0	0
ENSHBUG00000015804	0	0
ENSHBUG00000015805	0	0
ENSHBUG00000015806	1	13
ENSHBUG00000015807	0	0
ENSHBUG00000015808	0	0
ENSHBUG00000015809	0	0
ENSHBUG00000015810	0	0
ENSHBUG00000015811	0	0
ENSHBUG00000015812	3	16
ENSHBUG00000015813	0	0
ENSHBUG00000015814	25	67
ENSHBUG00000015815	0	0
ENSHBUG00000015816	0	0
ENSHBUG00000015817	1	37
ENSHBUG00000015818	0	0
ENSHBUG00000015819	2	7
ENSHBUG00000015820	0	0
ENSHBUG00000015821	0	0
ENSHBUG00000015822	0	0
ENSHBUG00000015823	0	0
ENSHBUG00000015824	0	0
ENSHBUG00000015825	0	0
ENSHBUG00000015826	0	0
ENSHBUG00000015827	0	0
ENSHBUG00000015828	1	9
ENSHBUG00000015829	0	0
ENSHBUG00000015830	1	5
ENSHBUG00000015831	0	0
ENSHBUG00000015832	0	0
ENSHBUG00000015833	0	0
ENSHBUG00000015834	0	0
ENSHBUG00000015835	3	4
ENSHBUG00000015836	0	0
ENSHBUG00000015837	0	0
ENSHBUG00000015838	0	0
ENSHBUG00000015839	0	0
ENSHBUG00000015840	0	0
ENSHBUG00000015841	0	0
ENSHBUG00000015842	0	0
ENSHBUG00000015843	1	41
ENSHBUG00000015844	0	0
ENSHBUG00000015845	44	67
ENSHBUG00000015846	12	44
ENSHBUG00000015847	56	99
ENSHBUG00000015848	0	0
ENSHBUG00000015849	0	0
ENSHBUG00000015850	0	0
ENSHBUG00000015851	0	0
ENSHBUG00000015852	0	0
ENSHBUG00000015853	4	37
ENSHBUG00000015854	0	0
ENSHBUG00000015855	54	73
ENSHBUG00000015856	1	13
ENSHBUG00000015857	0	0
ENSHBUG00000015858	0	0
ENSHBUG00000015859	0	0
ENSHBUG00000015860	0	0
ENSHBUG00000015861	0	0
ENSHBUG00000015862	2	29
ENSHBUG00000015863	1	42
ENSHBUG00000015864	0	0
ENSHBUG00000015865	0	0
ENSHBUG00000015866	194	211
ENSHBUG00000015867	0	0
ENSHBUG00000015868	4	27
ENSHBUG00000015869	0	0
ENSHBUG00000015870	0	0
ENSHBUG00000015871	1	12
ENSHBUG00000015872	0	0
ENSHBUG00000015873	0	0
ENSHBUG00000015874	0	0
ENSHBUG00000015875	0	0
ENSHBUG00000015876	4	10
ENSHBUG00000015877	5	28
ENSHBUG00000015878	0	0
ENSHBUG00000015879	0	0
ENSHBUG00000015880	0	0
ENSHBUG00000015881	2	35
ENSHBUG00000015882	258	268
ENSHBUG00000015883	7	34
ENSHBUG00000015884	0	0
ENSHBUG00000015885	6	40
ENSHBUG00000015886	1	28
ENSHBUG00000015887	0	0
ENSHBUG00000015888	1	10
ENSHBUG00000015889	15	58
ENSHBUG00000015890	12	49
ENSHBUG00000015891	0	0
ENSHBUG00000015892	0	0
ENSHBUG00000015893	0	0
ENSHBUG00000015894	0	0
ENSHBUG00000015895	0	0
ENSHBUG00000015896	0	0
ENSHBUG00000015897	0	0
ENSHBUG00000015898	0	0
ENSHBUG00000015899	0	0
ENSHBUG00000015900	2	3
ENSHBUG00000015901	0	0
ENSHBUG00000015902	85	88
ENSHBUG00000015903	0	0
ENSHBUG00000015904	1	5
ENSHBUG00000015905	1	37
ENSHBUG00000015906	1	2
ENSHBUG00000015907	1	38
ENSHBUG00000015908	0	0
ENSHBUG00000015909	6	35
ENSHBUG00000015910	0	0
ENSHBUG00000015911	3	45
ENSHBUG00000015912	0	0
ENSHBUG00000015913	2	23
ENSHBUG00000015914	2	44
ENSHBUG00000015915	0	0
ENSHBUG00000015916	7	49
ENSHBUG00000015917	1	29
ENSHBUG00000015918	1	31
ENSHBUG00000015919	0	0
ENSHBUG00000015920	0	0
ENSHBUG00000015921	0	0
ENSHBUG00000015922	1	49
ENSHBUG00000015923	0	0
ENSHBUG00000015924	5	12
ENSHBUG00000015925	0	0
ENSHBUG00000015926	8	50
ENSHBUG00000015927	0	0
ENSHBUG00000015928	725	742
ENSHBUG00000015929	2	40
ENSHBUG00000015930	0	0
ENSHBUG00000015931	0	0
ENSHBUG00000015932	564	596
ENSHBUG00000015933	0	0
ENSHBUG00000015934	15	35
ENSHBUG00000015935	2	11
ENSHBUG00000015936	0	0
ENSHBUG00000015937	6	13
ENSHBUG00000015938	0	0
ENSHBUG00000015939	3	32
ENSHBUG00000015940	0	0
ENSHBUG00000015941	1	25
ENSHBUG00000015942	35	57
ENSHBUG00000015943	56	102
ENSHBUG00000015944	3	36
ENSHBUG00000015945	1	32
ENSHBUG00000015946	18	54
ENSHBUG00000015947	0	0
ENSHBUG00000015948	1	11
ENSHBUG00000015949	3	25
ENSHBUG00000015950	0	0
ENSHBUG00000015951	0	0
ENSHBUG00000015952	18	66
ENSHBUG00000015953	0	0
ENSHBUG00000015954	2	11
ENSHBUG00000015955	2	29
ENSHBUG00000015956	0	0
ENSHBUG00000015957	0	0
ENSHBUG00000015958	4	6
ENSHBUG00000015959	2	36
ENSHBUG00000015960	0	0
ENSHBUG00000015961	0	0
ENSHBUG00000015962	3	38
ENSHBUG00000015963	0	0
ENSHBUG00000015964	0	0
ENSHBUG00000015965	0	0
ENSHBUG00000015966	0	0
ENSHBUG00000015967	0	0
ENSHBUG00000015968	1	30
ENSHBUG00000015969	0	0
ENSHBUG00000015970	4	17
ENSHBUG00000015971	0	0
ENSHBUG00000015972	1752	1790
ENSHBUG00000015973	0	0
ENSHBUG00000015974	6	13
ENSHBUG00000015975	2	43
ENSHBUG00000015976	0	0
ENSHBUG00000015977	0	0
ENSHBUG00000015978	98	144
ENSHBUG00000015979	5	49
ENSHBUG00000015980	286	317
ENSHBUG00000015981	1	5
ENSHBUG00000015982	0	0
ENSHBUG00000015983	0	0
ENSHBUG00000015984	0	0
ENSHBUG00000015985	302	307
ENSHBUG00000015986	0	0
ENSHBUG00000015987	0	0
ENSHBUG00000015988	7	47
ENSHBUG00000015989	136	172
ENSHBUG00000015990	0	0
ENSHBUG00000015991	0	0
ENSHBUG00000015992	1	45
ENSHBUG00000015993	0	0
ENSHBUG00000015994	0	0
ENSHBUG00000015995	0	0
ENSHBUG00000015996	0	0
ENSHBUG00000015997	2	34
ENSHBUG00000015998	15	24
ENSHBUG00000015999	0	0
ENSHBUG00000016000	1	35
ENSHBUG00000016001	0	0
ENSHBUG00000016002	0	0
ENSHBUG00000016003	0	0
ENSHBUG00000016004	5	46
