Gene	On_1_Eye	On_2_Eye	On_3_Eye
ENSONIG00000001041	3	0	2
ENSONIG00000001042	7	11	217
ENSONIG00000001044	0	0	5
ENSONIG00000001045	0	0	0
ENSONIG00000001046	5	1	10
ENSONIG00000001048	9	5	69
ENSONIG00000001049	43	127	170
ENSONIG00000001050	8	1	11
ENSONIG00000001051	0	0	16
ENSONIG00000001052	0	0	7
ENSONIG00000001053	0	0	0
ENSONIG00000001054	0	0	34
ENSONIG00000001055	0	0	1
ENSONIG00000001056	25	53	54
ENSONIG00000001058	1	0	0
ENSONIG00000001059	1	0	4
ENSONIG00000001060	4	10	19
ENSONIG00000001062	0	0	0
ENSONIG00000001063	2	0	2
ENSONIG00000001064	7	1	27
ENSONIG00000001065	1	2	4
ENSONIG00000001066	6	4	6
ENSONIG00000001067	0	0	12
ENSONIG00000001068	36	4	68
ENSONIG00000001069	11	25	90
ENSONIG00000001071	10	59	33
ENSONIG00000001073	0	6	67
ENSONIG00000001074	7	21	64
ENSONIG00000001076	0	0	0
ENSONIG00000001078	9	9	229
ENSONIG00000001079	0	0	0
ENSONIG00000001080	81	33	69
ENSONIG00000001082	0	0	10
ENSONIG00000001083	2	0	0
ENSONIG00000001084	2	2	33
ENSONIG00000001085	1	0	26
ENSONIG00000001086	1	1	34
ENSONIG00000001087	1	0	11
ENSONIG00000001090	0	1	11
ENSONIG00000001093	0	0	3
ENSONIG00000001094	0	0	5
ENSONIG00000001096	5	0	14
ENSONIG00000001097	0	1	10
ENSONIG00000001098	8	11	157
ENSONIG00000001099	240	86	113
ENSONIG00000001100	7	12	106
ENSONIG00000001102	0	1	2
ENSONIG00000001104	0	0	4
ENSONIG00000001106	4	0	3
ENSONIG00000001108	0	0	5
ENSONIG00000001109	7	2	25
ENSONIG00000001110	0	0	0
ENSONIG00000001111	0	1	0
ENSONIG00000001112	19	5	46
ENSONIG00000001114	1	0	0
ENSONIG00000001115	0	0	4
ENSONIG00000001116	8	0	2
ENSONIG00000001117	0	0	4
ENSONIG00000001119	1	0	2
ENSONIG00000001120	0	0	0
ENSONIG00000001121	0	0	0
ENSONIG00000001123	2	0	11
ENSONIG00000001124	6	0	3
ENSONIG00000001127	3	0	6
ENSONIG00000001128	0	0	0
ENSONIG00000001129	0	0	7
ENSONIG00000001130	0	0	0
ENSONIG00000001131	0	0	15
ENSONIG00000001132	3	3	53
ENSONIG00000001133	0	0	1
ENSONIG00000001134	5	2	11
ENSONIG00000001135	0	0	11
ENSONIG00000001136	0	0	0
ENSONIG00000001137	0	0	6
ENSONIG00000001138	0	1	57
ENSONIG00000001139	2	7	56
ENSONIG00000001140	0	0	1
ENSONIG00000001142	0	0	6
ENSONIG00000001143	21	1	3
ENSONIG00000001144	0	0	0
ENSONIG00000001146	5	0	2
ENSONIG00000001147	0	0	0
ENSONIG00000001148	11	4	106
ENSONIG00000001149	3	0	2
ENSONIG00000001150	3	0	33
ENSONIG00000001151	7	0	4
ENSONIG00000001152	2	0	1
ENSONIG00000001153	4	0	1
ENSONIG00000001154	5	1	5
ENSONIG00000001155	8	0	21
ENSONIG00000001156	1	2	32
ENSONIG00000001157	12	1	77
ENSONIG00000001158	2	1	12
ENSONIG00000001159	0	0	17
ENSONIG00000001160	0	0	0
ENSONIG00000001161	0	0	0
ENSONIG00000001162	66	15	17
ENSONIG00000001163	12	10	160
ENSONIG00000001164	1	0	9
ENSONIG00000001165	0	3	15
ENSONIG00000001166	0	0	9
ENSONIG00000001167	1	2	8
ENSONIG00000001168	61	10	391
ENSONIG00000001169	15	1	16
ENSONIG00000001170	2	3	15
ENSONIG00000001173	2	0	22
ENSONIG00000001175	9	8	14
ENSONIG00000001176	68	29	41
ENSONIG00000001178	0	5	102
ENSONIG00000001179	17	6	43
ENSONIG00000001180	0	0	16
ENSONIG00000001181	8	4	12
ENSONIG00000001182	0	1	6
ENSONIG00000001183	7	0	12
ENSONIG00000001184	9	0	0
ENSONIG00000001185	0	0	0
ENSONIG00000001186	0	0	0
ENSONIG00000001188	0	0	0
ENSONIG00000001189	1	0	8
ENSONIG00000001190	0	0	6
ENSONIG00000001192	0	0	0
ENSONIG00000001193	1	0	0
ENSONIG00000001194	0	0	0
ENSONIG00000001195	0	3	2
ENSONIG00000001196	0	0	0
ENSONIG00000001197	4	1	7
ENSONIG00000001198	0	1	0
ENSONIG00000001199	25	0	45
ENSONIG00000001201	4	1	15
ENSONIG00000001202	0	1	9
ENSONIG00000001203	0	1	7
ENSONIG00000001204	0	4	85
ENSONIG00000001205	0	1	28
ENSONIG00000001206	0	0	0
ENSONIG00000001207	1	1	61
ENSONIG00000001208	1	0	11
ENSONIG00000001209	0	0	0
ENSONIG00000001210	1	0	5
ENSONIG00000001211	6	2	176
ENSONIG00000001212	0	4	34
ENSONIG00000001213	1	0	1
ENSONIG00000001214	1689	3100	3869
ENSONIG00000001215	0	0	5
ENSONIG00000001216	0	1	23
ENSONIG00000001218	0	0	1
ENSONIG00000001220	0	0	1
ENSONIG00000001221	11	1	17
ENSONIG00000001223	14	15	398
ENSONIG00000001224	0	0	0
ENSONIG00000001225	15	0	2
ENSONIG00000001226	0	0	4
ENSONIG00000001227	7	0	0
ENSONIG00000001228	0	1	8
ENSONIG00000001230	0	2	2
ENSONIG00000001231	2	3	132
ENSONIG00000001232	2	1	5
ENSONIG00000001233	0	0	1
ENSONIG00000001234	4	0	8
ENSONIG00000001235	2	0	32
ENSONIG00000001236	17	1	28
ENSONIG00000001237	0	2	1
ENSONIG00000001238	9	4	110
ENSONIG00000001239	2	0	182
ENSONIG00000001240	0	0	0
ENSONIG00000001241	2	0	55
ENSONIG00000001242	3	0	28
ENSONIG00000001244	0	2	21
ENSONIG00000001245	6	6	131
ENSONIG00000001246	3	4	7
ENSONIG00000001247	15	2	31
ENSONIG00000001248	1	1	19
ENSONIG00000001249	0	0	0
ENSONIG00000001253	0	0	3
ENSONIG00000001254	1	1	21
ENSONIG00000001255	32	15	31
ENSONIG00000001256	0	0	1
ENSONIG00000001259	1	1	6
ENSONIG00000001260	20	6	117
ENSONIG00000001261	0	0	3
ENSONIG00000001262	1	3	6
ENSONIG00000001263	17	43	3859
ENSONIG00000001264	15	1	27
ENSONIG00000001265	9	4	16
ENSONIG00000001266	14	6	72
ENSONIG00000001267	3	1	7
ENSONIG00000001268	0	0	2
ENSONIG00000001269	1	0	0
ENSONIG00000001271	0	0	0
ENSONIG00000001272	1192	1826	2233
ENSONIG00000001273	32	2	90
ENSONIG00000001274	1	4	12
ENSONIG00000001276	91	2	20
ENSONIG00000001277	11	11	48
ENSONIG00000001279	0	0	0
ENSONIG00000001280	24	12	48
ENSONIG00000001281	21	8	79
ENSONIG00000001282	0	0	0
ENSONIG00000001283	6	6	178
ENSONIG00000001284	0	0	7
ENSONIG00000001285	1	1	6
ENSONIG00000001287	148	3	25
ENSONIG00000001289	0	0	1
ENSONIG00000001290	0	15	77
ENSONIG00000001291	1	0	15
ENSONIG00000001292	26	17	268
ENSONIG00000001293	3	0	1
ENSONIG00000001294	0	0	0
ENSONIG00000001295	0	2	10
ENSONIG00000001296	1	4	67
ENSONIG00000001297	66	56	3502
ENSONIG00000001298	1	0	0
ENSONIG00000001301	2	0	22
ENSONIG00000001302	1	1	4
ENSONIG00000001304	3	0	12
ENSONIG00000001306	38	23	26
ENSONIG00000001307	15	4	23
ENSONIG00000001308	10	0	5
ENSONIG00000001309	1	0	13
ENSONIG00000001310	2	0	20
ENSONIG00000001311	5	1	14
ENSONIG00000001312	11	1	16
ENSONIG00000001313	0	0	54
ENSONIG00000001314	58	46	76
ENSONIG00000001315	0	0	0
ENSONIG00000001316	2	4	103
ENSONIG00000001317	0	2	4
ENSONIG00000001318	1	0	10
ENSONIG00000001320	0	0	1
ENSONIG00000001323	3	1	0
ENSONIG00000001324	0	2	89
ENSONIG00000001325	0	0	0
ENSONIG00000001326	32	8	30
ENSONIG00000001327	0	0	0
ENSONIG00000001328	0	0	4
ENSONIG00000001329	1	1	1
ENSONIG00000001330	1	2	5
ENSONIG00000001331	7	0	13
ENSONIG00000001332	1	1	28
ENSONIG00000001333	1	0	11
ENSONIG00000001334	0	0	0
ENSONIG00000001335	5	1	13
ENSONIG00000001336	5	2	21
ENSONIG00000001337	0	2	13
ENSONIG00000001338	0	0	2
ENSONIG00000001340	0	2	17
ENSONIG00000001342	0	0	1
ENSONIG00000001344	0	0	0
ENSONIG00000001345	3	0	0
ENSONIG00000001346	1	1	18
ENSONIG00000001347	0	0	0
ENSONIG00000001349	0	2	48
ENSONIG00000001350	0	0	0
ENSONIG00000001351	4	7	15
ENSONIG00000001353	0	0	0
ENSONIG00000001354	6	2	1
ENSONIG00000001355	2	1	14
ENSONIG00000001356	7	7	58
ENSONIG00000001358	1	0	5
ENSONIG00000001359	0	0	0
ENSONIG00000001360	5	0	118
ENSONIG00000001361	1	0	11
ENSONIG00000001362	0	2	21
ENSONIG00000001363	0	0	12
ENSONIG00000001364	2	2	70
ENSONIG00000001366	0	2	38
ENSONIG00000001367	1	1	3
ENSONIG00000001369	0	4	3
ENSONIG00000001370	0	0	0
ENSONIG00000001371	2	7	96
ENSONIG00000001372	1	0	13
ENSONIG00000001373	1	0	22
ENSONIG00000001374	3	2	33
ENSONIG00000001375	1	0	0
ENSONIG00000001376	4	4	62
ENSONIG00000001378	2	0	5
ENSONIG00000001379	7	2	2
ENSONIG00000001380	0	0	0
ENSONIG00000001381	2	0	9
ENSONIG00000001384	7	1	26
ENSONIG00000001385	3	0	0
ENSONIG00000001386	0	0	11
ENSONIG00000001388	0	0	0
ENSONIG00000001389	0	1	1
ENSONIG00000001390	0	0	0
ENSONIG00000001391	1	0	0
ENSONIG00000001392	0	0	3
ENSONIG00000001395	0	0	18
ENSONIG00000001396	1	0	7
ENSONIG00000001397	2	0	3
ENSONIG00000001398	11	33	553
ENSONIG00000001399	0	0	1
ENSONIG00000001400	0	0	2
ENSONIG00000001401	4	19	5
ENSONIG00000001403	3	1	3
ENSONIG00000001404	0	0	23
ENSONIG00000001405	0	0	0
ENSONIG00000001406	0	1	10
ENSONIG00000001407	2	6	127
ENSONIG00000001408	0	0	0
ENSONIG00000001409	2	0	3
ENSONIG00000001410	4	0	6
ENSONIG00000001411	3	0	9
ENSONIG00000001412	2	1	15
ENSONIG00000001413	38	0	3
ENSONIG00000001414	37	25	40
ENSONIG00000001415	2	0	12
ENSONIG00000001418	0	2	53
ENSONIG00000001419	0	0	9
ENSONIG00000001420	4	6	79
ENSONIG00000001421	2	5	18
ENSONIG00000001422	2	4	8
ENSONIG00000001423	82	83	128
ENSONIG00000001425	6	6	11
ENSONIG00000001426	0	0	0
ENSONIG00000001427	1	0	27
ENSONIG00000001428	10	3	47
ENSONIG00000001429	0	0	0
ENSONIG00000001430	3	1	12
ENSONIG00000001431	6	5	34
ENSONIG00000001433	0	0	0
ENSONIG00000001434	0	0	0
ENSONIG00000001435	0	1	4
ENSONIG00000001436	0	0	0
ENSONIG00000001437	1	0	2
ENSONIG00000001438	0	0	0
ENSONIG00000001439	5	10	26
ENSONIG00000001440	0	1	21
ENSONIG00000001441	1	1	37
ENSONIG00000001442	1	0	5
ENSONIG00000001445	0	0	0
ENSONIG00000001446	5	4	54
ENSONIG00000001447	0	0	0
ENSONIG00000001449	0	0	0
ENSONIG00000001450	1	0	15
ENSONIG00000001451	0	1	3
ENSONIG00000001452	0	0	0
ENSONIG00000001453	2	0	3
ENSONIG00000001454	5	2	13
ENSONIG00000001455	4	0	0
ENSONIG00000001456	9	6	119
ENSONIG00000001460	4	1	17
ENSONIG00000001464	0	1	0
ENSONIG00000001465	2	1	37
ENSONIG00000001466	0	1	1
ENSONIG00000001467	9	25	24
ENSONIG00000001468	22	14	102
ENSONIG00000001469	477	392	467
ENSONIG00000001471	3	7	43
ENSONIG00000001472	0	0	0
ENSONIG00000001473	0	0	0
ENSONIG00000001474	0	0	4
ENSONIG00000001475	0	0	0
ENSONIG00000001476	21	1	4
ENSONIG00000001477	6	0	1
ENSONIG00000001479	0	0	0
ENSONIG00000001481	0	0	0
ENSONIG00000001483	2	2	16
ENSONIG00000001484	0	0	19
ENSONIG00000001485	0	1	2
ENSONIG00000001486	5	0	0
ENSONIG00000001490	0	0	0
ENSONIG00000001491	0	0	0
ENSONIG00000001494	2	1	1
ENSONIG00000001497	0	0	1
ENSONIG00000001499	0	0	0
ENSONIG00000001500	1	0	4
ENSONIG00000001501	0	1	15
ENSONIG00000001502	114	57	46
ENSONIG00000001503	0	0	10
ENSONIG00000001505	22	13	106
ENSONIG00000001506	36	33	39
ENSONIG00000001508	38	4	42
ENSONIG00000001509	16	3	16
ENSONIG00000001510	2	3	46
ENSONIG00000001511	0	0	0
ENSONIG00000001512	0	1	3
ENSONIG00000001513	3	7	87
ENSONIG00000001514	0	0	0
ENSONIG00000001515	0	0	0
ENSONIG00000001518	2	3	24
ENSONIG00000001520	0	1	22
ENSONIG00000001521	3	2	13
ENSONIG00000001523	2	0	7
ENSONIG00000001524	1	3	124
ENSONIG00000001525	0	0	1
ENSONIG00000001526	3	1	26
ENSONIG00000001527	10	6	10
ENSONIG00000001528	5	0	3
ENSONIG00000001529	0	1	11
ENSONIG00000001530	3	6	37
ENSONIG00000001532	0	1	18
ENSONIG00000001535	0	0	3
ENSONIG00000001536	0	0	0
ENSONIG00000001538	4	0	0
ENSONIG00000001540	0	0	1
ENSONIG00000001541	2	2	39
ENSONIG00000001542	21	5	84
ENSONIG00000001543	4	1	2
ENSONIG00000001545	2	1	50
ENSONIG00000001546	0	1	12
ENSONIG00000001547	1	0	0
ENSONIG00000001548	4	0	3
ENSONIG00000001549	0	0	13
ENSONIG00000001550	1	0	0
ENSONIG00000001551	0	2	6
ENSONIG00000001552	14	3	74
ENSONIG00000001553	3	4	46
ENSONIG00000001554	3	0	2
ENSONIG00000001555	36	141	135
ENSONIG00000001556	6	0	1
ENSONIG00000001557	0	0	11
ENSONIG00000001558	3	1	0
ENSONIG00000001559	0	0	1
ENSONIG00000001560	0	0	0
ENSONIG00000001561	11	3	116
ENSONIG00000001562	0	0	0
ENSONIG00000001564	0	0	6
ENSONIG00000001565	9	3	30
ENSONIG00000001567	4	2	21
ENSONIG00000001568	24	11	63
ENSONIG00000001569	2	7	105
ENSONIG00000001570	7	0	0
ENSONIG00000001571	2	0	1
ENSONIG00000001572	32	20	50
ENSONIG00000001573	0	0	0
ENSONIG00000001574	0	0	14
ENSONIG00000001575	1	2	17
ENSONIG00000001578	0	0	0
ENSONIG00000001579	0	3	33
ENSONIG00000001580	81	95	97
ENSONIG00000001581	7	4	36
ENSONIG00000001582	4	2	25
ENSONIG00000001584	3	1	56
ENSONIG00000001585	1	3	55
ENSONIG00000001586	7	0	15
ENSONIG00000001587	1	1	11
ENSONIG00000001588	1	0	0
ENSONIG00000001589	1	3	9
ENSONIG00000001590	0	2	8
ENSONIG00000001591	0	0	0
ENSONIG00000001592	2	4	126
ENSONIG00000001593	0	0	0
ENSONIG00000001595	18	10	61
ENSONIG00000001596	0	0	0
ENSONIG00000001597	2	1	7
ENSONIG00000001598	0	1	19
ENSONIG00000001599	0	10	90
ENSONIG00000001600	0	2	21
ENSONIG00000001601	0	0	0
ENSONIG00000001602	3	2	28
ENSONIG00000001603	0	0	1
ENSONIG00000001604	8	2	43
ENSONIG00000001605	0	0	0
ENSONIG00000001606	5	0	2
ENSONIG00000001607	2	2	19
ENSONIG00000001608	5	1	0
ENSONIG00000001609	1	0	13
ENSONIG00000001610	2	3	32
ENSONIG00000001611	0	0	0
ENSONIG00000001613	1	2	5
ENSONIG00000001614	4	5	50
ENSONIG00000001615	0	0	8
ENSONIG00000001617	0	0	5
ENSONIG00000001619	6	3	46
ENSONIG00000001620	3	1	32
ENSONIG00000001623	1	0	31
ENSONIG00000001624	12	4	3
ENSONIG00000001625	0	0	1
ENSONIG00000001626	1	3	58
ENSONIG00000001627	59	10	34
ENSONIG00000001628	2	1	33
ENSONIG00000001629	197	23	32
ENSONIG00000001630	0	0	5
ENSONIG00000001631	10	0	4
ENSONIG00000001632	13	3	15
ENSONIG00000001634	0	0	8
ENSONIG00000001635	1	0	0
ENSONIG00000001637	2	0	39
ENSONIG00000001639	0	0	0
ENSONIG00000001641	7	2	87
ENSONIG00000001642	41	54	124
ENSONIG00000001644	0	0	3
ENSONIG00000001645	6	5	95
ENSONIG00000001646	0	0	2
ENSONIG00000001647	0	0	0
ENSONIG00000001648	13	0	18
ENSONIG00000001649	0	0	0
ENSONIG00000001652	2	1	0
ENSONIG00000001653	0	0	8
ENSONIG00000001654	5	5	36
ENSONIG00000001656	4	0	37
ENSONIG00000001657	3	2	63
ENSONIG00000001658	0	0	0
ENSONIG00000001659	0	1	21
ENSONIG00000001660	0	0	0
ENSONIG00000001661	2	0	21
ENSONIG00000001663	1	0	17
ENSONIG00000001664	1	1	0
ENSONIG00000001665	6	6	2
ENSONIG00000001666	34	5	259
ENSONIG00000001667	6	10	26
ENSONIG00000001669	0	6	2
ENSONIG00000001671	0	0	10
ENSONIG00000001672	6	3	32
ENSONIG00000001673	13	62	1820
ENSONIG00000001675	0	1	6
ENSONIG00000001676	1	0	39
ENSONIG00000001677	13	8	42
ENSONIG00000001678	658	177	300
ENSONIG00000001679	2	0	0
ENSONIG00000001681	2	0	1
ENSONIG00000001684	0	0	0
ENSONIG00000001685	2	1	19
ENSONIG00000001686	1	0	1
ENSONIG00000001687	8	7	90
ENSONIG00000001688	3	3	82
ENSONIG00000001689	2	0	4
ENSONIG00000001690	2	3	5
ENSONIG00000001691	3	0	0
ENSONIG00000001692	0	0	11
ENSONIG00000001693	8	3	44
ENSONIG00000001694	0	0	5
ENSONIG00000001695	5	0	24
ENSONIG00000001696	1	1	8
ENSONIG00000001697	0	2	5
ENSONIG00000001698	0	0	0
ENSONIG00000001699	2	2	5
ENSONIG00000001700	0	0	0
ENSONIG00000001701	2	1	16
ENSONIG00000001703	8	2	53
ENSONIG00000001704	0	0	0
ENSONIG00000001708	0	0	7
ENSONIG00000001710	0	0	0
ENSONIG00000001712	34	9	381
ENSONIG00000001713	14	1	23
ENSONIG00000001714	2	3	17
ENSONIG00000001715	0	1	10
ENSONIG00000001717	3	1	20
ENSONIG00000001718	0	0	0
ENSONIG00000001719	0	0	2
ENSONIG00000001720	12	0	5
ENSONIG00000001721	3	1	44
ENSONIG00000001724	4	2	12
ENSONIG00000001725	1	1	15
ENSONIG00000001726	0	1	11
ENSONIG00000001727	1	0	7
ENSONIG00000001728	10	2	38
ENSONIG00000001729	4	0	1
ENSONIG00000001730	24	0	4
ENSONIG00000001731	5	0	47
ENSONIG00000001733	0	0	3
ENSONIG00000001734	0	1	5
ENSONIG00000001738	8	1	25
ENSONIG00000001739	0	0	0
ENSONIG00000001740	30	1	6
ENSONIG00000001741	4	0	6
ENSONIG00000001742	422	21	234
ENSONIG00000001743	0	0	2
ENSONIG00000001744	0	0	10
ENSONIG00000001746	3	0	0
ENSONIG00000001748	0	0	0
ENSONIG00000001749	2	4	109
ENSONIG00000001750	49	3	39
ENSONIG00000001751	9	3	45
ENSONIG00000001752	3	1	61
ENSONIG00000001753	1	0	0
ENSONIG00000001754	0	1	12
ENSONIG00000001755	0	0	1
ENSONIG00000001756	1	1	21
ENSONIG00000001757	3	0	1
ENSONIG00000001758	18	1	199
ENSONIG00000001760	7	10	83
ENSONIG00000001761	4	5	508
ENSONIG00000001764	10	0	4
ENSONIG00000001765	0	1	4
ENSONIG00000001766	0	1	0
ENSONIG00000001767	0	0	1
ENSONIG00000001768	13	10	247
ENSONIG00000001769	5	0	3
ENSONIG00000001771	3	8	4
ENSONIG00000001772	5	0	7
ENSONIG00000001775	0	0	4
ENSONIG00000001777	2	3	27
ENSONIG00000001778	0	1	17
ENSONIG00000001779	1	0	12
ENSONIG00000001780	16	2	1
ENSONIG00000001781	0	0	24
ENSONIG00000001782	0	0	1
ENSONIG00000001783	0	0	0
ENSONIG00000001784	3	1	41
ENSONIG00000001785	5	2	15
ENSONIG00000001786	1	0	4
ENSONIG00000001787	7	1	45
ENSONIG00000001788	1	0	10
ENSONIG00000001789	3	0	1
ENSONIG00000001790	9	12	85
ENSONIG00000001791	0	3	18
ENSONIG00000001792	3	6	14
ENSONIG00000001793	4	2	6
ENSONIG00000001794	0	0	2
ENSONIG00000001795	0	0	7
ENSONIG00000001796	5	15	52
ENSONIG00000001797	3	12	64
ENSONIG00000001798	0	0	3
ENSONIG00000001801	1	0	10
ENSONIG00000001803	2	0	0
ENSONIG00000001804	1	0	0
ENSONIG00000001805	0	0	0
ENSONIG00000001808	0	3	33
ENSONIG00000001809	2	2	31
ENSONIG00000001810	18	8	10
ENSONIG00000001811	3	1	5
ENSONIG00000001812	0	0	0
ENSONIG00000001813	0	0	0
ENSONIG00000001814	1	1	6
ENSONIG00000001816	0	2	1
ENSONIG00000001817	3	1	13
ENSONIG00000001818	0	1	158
ENSONIG00000001819	1	4	23
ENSONIG00000001820	0	0	4
ENSONIG00000001822	0	1	14
ENSONIG00000001823	0	0	5
ENSONIG00000001824	0	0	0
ENSONIG00000001826	0	0	5
ENSONIG00000001827	26	41	1801
ENSONIG00000001828	0	0	0
ENSONIG00000001829	3	0	15
ENSONIG00000001830	4	6	44
ENSONIG00000001832	1	1	28
ENSONIG00000001833	5	0	15
ENSONIG00000001835	0	0	8
ENSONIG00000001836	0	0	0
ENSONIG00000001837	4	1	60
ENSONIG00000001838	0	0	0
ENSONIG00000001840	0	0	0
ENSONIG00000001841	0	1	0
ENSONIG00000001842	6	1	6
ENSONIG00000001843	5	0	4
ENSONIG00000001844	24	8	2
ENSONIG00000001845	6	0	6
ENSONIG00000001847	8	7	188
ENSONIG00000001848	4	0	5
ENSONIG00000001850	13	0	7
ENSONIG00000001851	2	0	2
ENSONIG00000001853	0	5	21
ENSONIG00000001855	0	0	0
ENSONIG00000001856	1	0	2
ENSONIG00000001857	21	89	100
ENSONIG00000001858	2	1	33
ENSONIG00000001860	3	3	77
ENSONIG00000001861	1	3	75
ENSONIG00000001862	9	2	133
ENSONIG00000001863	0	0	1
ENSONIG00000001864	5	6	31
ENSONIG00000001865	0	2	19
ENSONIG00000001866	0	0	5
ENSONIG00000001867	3	7	41
ENSONIG00000001868	3	0	3
ENSONIG00000001869	0	0	0
ENSONIG00000001870	3	0	0
ENSONIG00000001871	7	1	20
ENSONIG00000001872	0	1	0
ENSONIG00000001873	0	0	0
ENSONIG00000001874	206	248	348
ENSONIG00000001875	4	1	25
ENSONIG00000001876	92	64	118
ENSONIG00000001877	10	3	14
ENSONIG00000001878	0	0	30
ENSONIG00000001879	4	15	48
ENSONIG00000001882	0	0	7
ENSONIG00000001884	6	6	47
ENSONIG00000001886	0	0	15
ENSONIG00000001890	0	2	11
ENSONIG00000001891	1	1	28
ENSONIG00000001892	1	0	2
ENSONIG00000001893	3	0	14
ENSONIG00000001894	0	0	7
ENSONIG00000001895	0	34	142
ENSONIG00000001896	1728	824	1092
ENSONIG00000001897	0	0	3
ENSONIG00000001898	1	2	19
ENSONIG00000001899	141	65	260
ENSONIG00000001900	7	0	24
ENSONIG00000001901	0	1	5
ENSONIG00000001903	1	0	28
ENSONIG00000001904	1	2	4
ENSONIG00000001905	3	0	7
ENSONIG00000001906	0	3	3
ENSONIG00000001907	29	3	34
ENSONIG00000001911	0	0	0
ENSONIG00000001912	0	2	19
ENSONIG00000001913	1	1	10
ENSONIG00000001914	2	0	18
ENSONIG00000001915	0	0	2
ENSONIG00000001916	0	0	6
ENSONIG00000001917	1	0	0
ENSONIG00000001918	2	0	17
ENSONIG00000001919	3	0	0
ENSONIG00000001920	3	0	4
ENSONIG00000001921	0	0	25
ENSONIG00000001922	12	2	29
ENSONIG00000001923	1	0	1
ENSONIG00000001924	3	0	21
ENSONIG00000001925	1	1	18
ENSONIG00000001926	0	3	28
ENSONIG00000001927	35	8	283
ENSONIG00000001928	0	0	0
ENSONIG00000001929	0	0	0
ENSONIG00000001930	0	0	3
ENSONIG00000001931	1	0	0
ENSONIG00000001932	37	19	104
ENSONIG00000001933	2	7	36
ENSONIG00000001934	0	2	15
ENSONIG00000001935	0	0	0
ENSONIG00000001939	0	0	7
ENSONIG00000001941	0	0	2
ENSONIG00000001943	0	0	4
ENSONIG00000001944	0	3	2
ENSONIG00000001945	68	76	67
ENSONIG00000001946	0	0	0
ENSONIG00000001947	6	1	7
ENSONIG00000001948	0	0	0
ENSONIG00000001949	1	0	7
ENSONIG00000001950	24	0	9
ENSONIG00000001951	1	7	91
ENSONIG00000001952	0	0	0
ENSONIG00000001954	6	3	28
ENSONIG00000001955	10	0	11
ENSONIG00000001957	3	1	6
ENSONIG00000001958	1	3	45
ENSONIG00000001959	1	0	12
ENSONIG00000001961	0	0	2
ENSONIG00000001962	0	0	0
ENSONIG00000001963	0	1	7
ENSONIG00000001964	0	3	28
ENSONIG00000001966	0	0	14
ENSONIG00000001968	0	0	0
ENSONIG00000001970	0	0	8
ENSONIG00000001971	0	0	0
ENSONIG00000001973	2	0	5
ENSONIG00000001974	1	0	3
ENSONIG00000001975	0	0	1
ENSONIG00000001977	11	0	1
ENSONIG00000001978	9	5	33
ENSONIG00000001979	8	2	46
ENSONIG00000001980	0	0	6
ENSONIG00000001984	1	1	10
ENSONIG00000001985	0	0	3
ENSONIG00000001987	8	2	8
ENSONIG00000001989	0	0	5
ENSONIG00000001990	13	6	89
ENSONIG00000001991	0	0	0
ENSONIG00000001993	29	14	28
ENSONIG00000001994	2	0	9
ENSONIG00000001995	4	0	8
ENSONIG00000001996	44	3	65
ENSONIG00000001997	0	5	43
ENSONIG00000001998	0	0	0
ENSONIG00000001999	0	0	0
ENSONIG00000002005	2	0	4
ENSONIG00000002006	1	0	0
ENSONIG00000002007	3	1	7
ENSONIG00000002008	92	45	32
ENSONIG00000002009	3	0	4
ENSONIG00000002010	279	10	22
ENSONIG00000002011	0	0	0
ENSONIG00000002012	0	0	0
ENSONIG00000002013	2	0	4
ENSONIG00000002014	0	0	0
ENSONIG00000002015	0	2	24
ENSONIG00000002016	0	0	0
ENSONIG00000002018	1	2	30
ENSONIG00000002019	0	1	0
ENSONIG00000002020	0	0	5
ENSONIG00000002022	12	3	27
ENSONIG00000002023	0	2	6
ENSONIG00000002025	1	13	1986
ENSONIG00000002028	0	0	0
ENSONIG00000002029	0	0	1
ENSONIG00000002030	0	0	1
ENSONIG00000002032	2	1	22
ENSONIG00000002033	8	5	82
ENSONIG00000002034	6	8	49
ENSONIG00000002035	13	3	201
ENSONIG00000002037	1	1	17
ENSONIG00000002038	7	4	23
ENSONIG00000002039	171	154	215
ENSONIG00000002040	0	1	18
ENSONIG00000002041	0	0	4
ENSONIG00000002042	7	1	18
ENSONIG00000002043	0	2	5
ENSONIG00000002045	0	0	1
ENSONIG00000002046	3	1	215
ENSONIG00000002047	12	3	6
ENSONIG00000002049	1	0	3
ENSONIG00000002050	5	0	5
ENSONIG00000002051	2	0	13
ENSONIG00000002052	2	5	15
ENSONIG00000002053	2	0	5
ENSONIG00000002054	3	2	8
ENSONIG00000002055	0	0	27
ENSONIG00000002056	0	0	0
ENSONIG00000002057	0	0	7
ENSONIG00000002058	2	0	16
ENSONIG00000002059	0	0	5
ENSONIG00000002060	13	6	72
ENSONIG00000002061	0	0	0
ENSONIG00000002062	320	685	6368
ENSONIG00000002063	0	0	0
ENSONIG00000002064	0	0	0
ENSONIG00000002065	2	1	34
ENSONIG00000002066	16	7	57
ENSONIG00000002067	14	20	33
ENSONIG00000002068	0	0	0
ENSONIG00000002069	2	0	0
ENSONIG00000002070	15	9	25
ENSONIG00000002071	0	0	0
ENSONIG00000002072	0	0	0
ENSONIG00000002074	16	7	306
ENSONIG00000002075	1	0	16
ENSONIG00000002076	1	0	41
